,Date,User,Tweet
3045,2022-05-07 14:50:26+00:00,favourclothed,3. potential of Nigeria that volume of books and articles has been written about. We therefore solicit your support for the emergence of Peter Obi as the next president of Nigeria @POTUS @EmmanuelMacron @BorisJohnson @UKinNigeria @USinNigeria @EUinNigeria @congressdotgov
3046,2022-05-07 14:49:52+00:00,Dj_Anonymouss,Who’s declaring to be the next President of Nigeria now? Maybe a new born from last night!
3047,2022-05-07 14:41:42+00:00,henryndukaku1,"@Maobeee @renoomokri @henryshield Thank you bro 
Tinubu can't rule us as president of Nigeria,,where we have elegetic people like @PeterObi  and @renoomokri 
Abeg the two should contest under pdp or apc"
3048,2022-05-07 14:41:05+00:00,Kendo81326098,@ARISEtv Fake news peddler. It is either you are paid agent of genocidal president of Nigeria or you are daft. When are where did UK government recognise IPOB is a terrorist group? Didn’t you read the UK government statement denying ever said that?
3049,2022-05-07 14:38:38+00:00,TweetWixard,"@GodwinIEmefiele With all due respect Sir, I'm sure no one,  not a single soul is asking you to run for the office of the president of Nigeria. Please!"
3050,2022-05-07 14:37:00+00:00,_Scorpio7,The audacity of everyone that's not Peter Obi wanting to become president of Nigeria come 2023.
3051,2022-05-07 14:34:56+00:00,kokopaulaa,"@renoomokri Take this guy serious at your own peril.. 

There's no permutation where Atiku will become president of Nigeria."
3052,2022-05-07 14:30:02+00:00,___ena__,"Now every Tom, D&amp;$k and Harry wants to be president of Nigeria.
That’s how low the leadership standard of The Federal Republic has become. Smh 🤦🏻‍♀️ 
I wish y’all well🫡"
3053,2022-05-07 14:23:58+00:00,chigozie_ochuba,"@GodwinIEmefiele What did you achieve as a governor of CBN that you want to come and be the president of Nigeria????

Oga go and rest jooor can't waste our votes"
3054,2022-05-07 14:21:00+00:00,FatimaW34315996,@AHayatu You too can contest and become the president of Nigeria let's see how you will rule pls.
3055,2022-05-07 14:17:17+00:00,LizzoInspired,"@GodwinIEmefiele With all the bad decisions you have been making like hoarding the dollar thereby increasing black market rates, banning bitcoin for no just reason, u think u are going to make good decisions as president of Nigeria. If u don't GTFO"
3056,2022-05-07 14:14:39+00:00,bayoadetunji,@imma_esq A future president of Nigeria….that will remain in the future
3057,2022-05-07 14:09:31+00:00,NonskyLaz,"This tweet should be ""Good luck tweets"" instead of ""funny tweets"". There is nothing funny in wishing Peter Obi to be the President of Nigeria. https://t.co/JqnkzRsB6R"
3058,2022-05-07 14:07:23+00:00,ekehanthony1,"@SavvyRinu If one without a verified certificate can be President of Nigeria for 8 years, then any scallywag wielding a certificate or not can pick the form, including glorified thieves and embezzlers of our common wealth."
3059,2022-05-07 13:51:19+00:00,AGINAS,I'm called for a global impact and will consider any invitation to be the president of Nigeria as demotion - Bishop David Oyedepo https://t.co/xHEuh9Q8pv
3060,2022-05-07 13:46:34+00:00,sobitexA,"@PeterObi We keep pushing forward till you become the President of Nigeria.
#peterobi2023 #PeterObi #PeterObi4President2023"
3061,2022-05-07 13:43:13+00:00,NMmanwu,"@kevwe_mko Bros, the political class is there partly because of the masses. Na wetin people want. 
 I like the entertainment. Next president of Nigeria will need it."
3062,2022-05-07 13:38:20+00:00,Sting425167,@akukwejef @mabziz So u want ESN to become president of Nigeria? Cos de seem to be the once ruling southeast
3063,2022-05-07 13:37:24+00:00,DimudeChuka,"The South West is making a fundamental strategic mistake by throwing themselves to presidential contest with the South east at this time,it will be an eternal mistake for yorubas not be fair enough to allow the South east produce the next President of Nigeria #PeterObi4President"
3064,2022-05-07 13:34:28+00:00,calledtobuild1,"The founder of Living Faith Ministries, Bishop David Oyedepo  said, “I believe in Nigeria and that’s why I am still here, and still praying for Nigeria, but i consider it a demotion if I am invited to become the president of Nigeria. 

Sahara Reporters."
3065,2022-05-07 13:33:05+00:00,AlaoAdeoluM,"Nija😏

Former President of Nigeria, Goodluck Ebele Jonathan suspended former CBN governor, Sanusi Lamido for meddling in politics and today, the CBN governor under the APC government bought the ruling party’s nomination form and all the powerful-"
3066,2022-05-07 13:25:56+00:00,Austynzogs,"@Gidi_Traffic Bishop Oyedepo:“I believe in Nigeria and that’s why I am still here, and still praying for Nigeria. But I consider it a demotion if I am invited to become the president of Nigeria. I am called for a global impact. I saw this in 1984..."" https://t.co/Bjk0A6K6EL"
3067,2022-05-07 13:25:17+00:00,Dharray007,"If by now, you do not know if you would contest or not, you are not worthy to be President of Nigeria https://t.co/o2UuZsQz4M"
3068,2022-05-07 13:25:08+00:00,Ujumine2,"If Peter Obi finally becomes the president of Nigeria,is he going to retire all the repentant bokoharam members integrated into Nig forces killing and maiming innocent lives nd properties?  What kind of miracle is he going to perform to make a rotten egg good again?"
3069,2022-05-07 13:21:12+00:00,ExplainThisBot,"@mistaendowed01 /2018
This is a quote from a news article about the President of Nigeria, Muhammadu Buhari. The President is saying that he will continue to serve and sacrifice for the good people of Nigeria, even though there are some difficult times ahead. He is a..."
3070,2022-05-07 13:18:19+00:00,adekings2020,"@vanguardngrnews 2023 is around the corner, olisa metuh is no more a sick man. If pdp likes, they should go and pick their candidate from another planet. It would be easier for Carmel to pass the eye of a needle, than for pdp to become president of Nigeria again. What have they done in the 16yrs"
3071,2022-05-07 13:18:14+00:00,IsaacHaryeni,"Everyone is declaring to run for the office of the President of Nigeria. Well, all is well. #Wewatch"
3072,2022-05-07 13:14:13+00:00,suley_umar,The 21 local government area in adamawa state paind sallah visit to  on boss and incoming president of Nigeria insha allah https://t.co/FYvTUcDzar
3073,2022-05-07 13:14:05+00:00,obyezeks,".@GodwinIEmefiele This is for you. Time to end your low-grade hide and seek game that dangerously toys with the monetary authority of this country and its people. Resign. 
It is legitimate aspiration to seek to be President of Nigeria but resign from @cenbank to go pursue it. ✍🏾 https://t.co/6ruWhA5CGr"
3074,2022-05-07 13:12:27+00:00,FarimedPharm,CBN Governor is not concerned about what is happening to the Nigeria Economy but interested in becoming the president of Nigeria bc in Nigeria everything goes 🙄🙄
3075,2022-05-07 13:01:23+00:00,PHEMY37,How would an Igbo man be the President of Nigeria with this demonic behaviour? https://t.co/kjeqGxbrDA
3076,2022-05-07 12:59:34+00:00,cyoungsimon,Thank God u ar nt a failed man but still work hard to b a president of Nigeria becos as long as say u dey naija u done fail oo https://t.co/RWADaZSjug
3077,2022-05-07 12:58:34+00:00,donmikoto,"Pl as God 🙏 make @PeterObi the next President of Nigeria. Any force , person or power that will come against him, shove them to the lagoon forever. 🙏🙏🙏 https://t.co/5aPAP1xXwr"
3078,2022-05-07 12:55:59+00:00,captincurtis,@realdonaldmap The only thing funny is Biden probably thinks he's the president of Nigeria
3079,2022-05-07 12:55:28+00:00,kingsolkem,@yusuf_bindawa He's a great man. He's the next President of Nigeria in 2023.
3080,2022-05-07 12:54:26+00:00,Pomamegbe1,"@realFFK The bar of the president of Nigeria has been lowered that every corrupt politician looks good enough to occupy it.  I wonder why you have not collected form, maybe the money scares you.  We are waiting for APC candidate's campaign to convince Nigerians.  It will be interesting!"
3081,2022-05-07 12:53:32+00:00,bishop_johnpaul,"To all over 100 candidates that want to run for the Office of the President of Nigeria 🇳🇬; I've a question for you all 🧐.
Who among you can return Nigeria back to how it was in 2015?🤌🏿🤦🏿‍♂️
Eyin barao, Olé, Onyeosi buruku 😏😏😏"
3082,2022-05-07 12:51:46+00:00,kingsolkem,"@ConnectOnitsha Dr. Ogbonnaya Onu is the next President of Nigeria in 2023. He is quiet but an achiever. He is a technocrat and unblemished.

I will vote him as the President of Nigeria in 2023."
3083,2022-05-07 12:49:02+00:00,FestusIheanach2,Unknown gunmen endorse Emefiele as president of Nigeria come 2023.things fall apart 😂😂😂😂😂 Nigeria jagajaga. https://t.co/mvuBEa9LF3
3084,2022-05-07 12:47:17+00:00,Greenedagod1,@imma_esq I am the future president of Nigeria
3085,2022-05-07 12:45:01+00:00,Destiny78418376,@PeterObi HE. PO we are all ready to see you in the villa as President of Nigeria come 2023.
3086,2022-05-07 12:41:50+00:00,idris_basit,"@imma_esq The future president of Nigeria,E fit be the next Election after this one sha 🙂"
3087,2022-05-07 12:39:16+00:00,AfrikaAnalyst,"@GodwinIEmefiele Emefiele, calm down and give us respect a little. Running for the office of the President of Nigeria is a gamble that no one engages in with their hard-earned money. You won't be making all this noise if you are spending your own resources."
3088,2022-05-07 12:36:11+00:00,daishkawa,@NKleshi @basheer4h @iyorchiayu Men of little faith... There is something called the God factor.... Peter is the next president of Nigeria
3089,2022-05-07 12:35:13+00:00,Oluwatosinmi27,@genakhena You mean President of Nigeria or President of NFF? May God help us. Amen.
3090,2022-05-07 12:32:50+00:00,EmmanuelBrigg15,@MobilePunch Tinubu can never be president of Nigeria.. he will never never be
3091,2022-05-07 12:30:01+00:00,Ogwatta_Esq10,"@PeterObi In a sane clime, there shouldn't be a debate about who becomes the president of Nigeria, but this is Nigeria."
3092,2022-05-07 12:28:28+00:00,CruiseArenaTV,"The South-west APC  caucus meeting ended with one  resolution, ...that the next president of Nigeria must come from the South West...

https://t.co/MWgKOkKTRU

https://t.co/MWgKOkKTRU

Sign the petition Pepsi Tonto Airlines Pogba #DavidoDay IPOB Jack Harlow The Queen"
3093,2022-05-07 12:27:29+00:00,EKUN2023,"My brethren, pls do the needful and save this country plsssssss. Your decision to vote this man as the president of Nigeria will be a great sacrifice to save our incoming generations! https://t.co/yBPfHFDbtO"
3094,2022-05-07 12:27:09+00:00,dhee_blak,"The president of Nigeria possesses a lot of power.
This needs to be adjusted."
3095,2022-05-07 12:18:23+00:00,AghahowaI,Bros aside from fine pictures you are not taking action in becoming the president of Nigeria. https://t.co/LMnpDoIqAh
3096,2022-05-07 12:08:43+00:00,IkechukwuKeny,"You don't trust Igbo man to be a president of Nigeria but you trust them to be in one country with you , no allow them to go with Biafra nation"
3097,2022-05-07 12:08:11+00:00,uzorhenry,"With Gov Wike as president of Nigeria, hope lively hoods will be restored back to the citizens of Nigeria, hold me accountable if Gov Wike can do this wonders in Rivers State A Mini Nigeria he can do it across the length &amp; breath of Nigeria. https://t.co/66KA4aZNqj"
3098,2022-05-07 12:07:56+00:00,SLukako,"very  deep in rich mystical wisdom.

The Phrase ""Igbo Presidency"" is as old as Nigeria itself . As useless as those who believe in such illusion, most of them died without seeing its manifestation. 

If Nnamdi Azikiwe was not given the opportunity to be the president of Nigeria"
3099,2022-05-07 12:03:14+00:00,uzorhenry,@ss_ojukwu Gov Wike is the right Man for the Top Job As President Of Nigeria Come 2023. https://t.co/TMmEWoeuov
3100,2022-05-07 12:00:39+00:00,UkpongUdoffa,@MoghaluKingsley Wishing Prof KINGSLEY MOGHALU OF ADC a Happy Birthday. Long life and Prosperity. Many more fruitful years in Jesus name. Amen. By the Grace of God you will become the President of Nigeria in 2023in Jesus name. Amen.
3101,2022-05-07 12:00:25+00:00,Abdurah37725417,@MoghaluKingsley I'm wishing you the best long life and prosperity Mr next president of Nigeria.
3102,2022-05-07 11:57:57+00:00,uzorhenry,@ShatimaBM @Idriss_Najeb @Ladyposhhhhh @Cmrd_A_Kaska @Topboychriss @Nazeephie @dykamadi @ikwerre @ZinaSpeaks @Maryamah____ @the_scholar1 Hahaha 🤣🤣🤣 NIGERIANS don't need another old corrupt politician as president of Nigeria Gov Wike is the answer
3103,2022-05-07 11:55:39+00:00,IkechukwuKeny,@SaharaReporters @ProfOsinbajo Yes I agree with him because is your good results that can qualify you for another level but I can tell you that Osinbajo is a disgrace as a vice president of Nigeria so he go no where because Nigeria's are wise people
3104,2022-05-07 11:54:37+00:00,badguy6qo,No former military man should ever be president of Nigeria again.
3105,2022-05-07 11:51:06+00:00,HENROWSKI,You deserve every support you are getting sir. I will not rest till you are sworn into office as the next president of Nigeria. I believe and trust you to deliver. https://t.co/zRAI79CLrP
3106,2022-05-07 11:50:16+00:00,Vitruvious__,Mo Salah picks up expression of interest form. Declares for the position of the President of Nigeria.
3107,2022-05-07 11:49:03+00:00,temitayolasisi,@SaharaReporters @ProfOsinbajo Another sponsored mumu. Keep wailing. Yemi Osinbajo is the next President of Nigeria and there is nothing you can do about it
3108,2022-05-07 11:47:38+00:00,legitngnews,"While some pastors have picked up APC presidential forms, Bishop Oyedepo said he considered the office of the president of Nigeria a demotion.

The popular pastor also revealed the reason for his position regarding the Nigerian presidency.
https://t.co/LSrhQrU0hi"
3109,2022-05-07 11:43:40+00:00,SuccessfulEby,"APC claim saint
Shame on this present administration,a CBN governor still in the said office yet, contesting to become the next president of Nigeria,yet no arm of the govt is speaking over it....when someone's says Nigeria should cease to exist DONT DOUBT IT! https://t.co/TlDuumeVHd"
3110,2022-05-07 11:40:46+00:00,uzorhenry,"@JeffOkoroafor @MBuhari Buhari tenure as president of Nigeria is almost over, your worries shd be, will there be presidential election in 2023? https://t.co/tza4M9eEHN"
3111,2022-05-07 11:39:38+00:00,bop6_0,@CFC_TonyMason @imma_esq Okay. Who d’you think is fit to be the next president of Nigeria?
3112,2022-05-07 11:37:53+00:00,Wale_A3,"@KwamiAdadevoh The idea is to stop politicians hijacking the process as they usually do.
It was the same politicians who went to bring a retired disaster as president of Nigeria, now we are all victims of his poor performance as a leader."
3113,2022-05-07 11:27:15+00:00,perryrashaad1,@seunonigbinde I have just come t realize that Malami is the defacto president of Nigeria. He engineered this whole mess of allowing political appointees like himself to hold on to their offices while contesting election elsewhere
3114,2022-05-07 11:23:32+00:00,Cillsoul,No money in Nigeria but see how nomination forms are flying all around. Hope these people know that only one person can become the president of Nigeria?
3115,2022-05-07 11:21:06+00:00,OBIZUOGU,"ALREADY ( DEAD ) - THIS IS FAKE ( DEAD ) GHOST SPIRIT ( BUHARI ) IMPOSTOR  &amp; THIS STUPID ( CRIMINAL ) FRAUDSTER , ALWAYS CLAIMING &amp; PARADING HIM SELF AS DEAD ( BUHARI ) , THE FORMER PRESIDENT OF NIGERIA ( BUHARI ) , ALREADY ( DEAD ) &amp; BURIED IN ( SAUDI ARABIA ) - SINCE ( 2017 ) , https://t.co/KwbRLRqcUo"
3116,2022-05-07 11:20:20+00:00,Lakesyde_,"@OfficialPDPNig so the governor of the Central Bank of Nigeria bought a form to be the president of Nigeria &amp; till now, you guys have stayed silent 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️"
3117,2022-05-07 11:16:01+00:00,Tradesverde,@Ruru_Igbinosa @renoomokri What does he have to offer to Nigerians ? Ask your self how much the salary of the president of Nigeria that they are purchasing presidential nomination form for 100m.Tyranny is about to take place in Nigeria.APC is a failed Country believe it or not.
3118,2022-05-07 11:12:56+00:00,Magpearl4,"@genakhena If to be president of Nigeria, you have to buy ticket worth #100M, #40M or #20M depending on the party you are contesting. And looking lucrative sports is, then I think it would be btw #20M and #50M to get the NFF ticket, if that's what you mean sir"
3119,2022-05-07 11:09:07+00:00,adelekanadeoye2,@GoziconC Osinbajo is the people's choice. He is the next president of Nigeria.
3120,2022-05-07 11:08:14+00:00,anthropos_neos,"@Comrado_NG @OnyiiKaluUmex @renoomokri How will Obi become the president of Nigeria when he can't even emerge as pdp flag bearer? The highest he can smell is his usual 2nd fiddle to Atiku. U pple are just making noise as usual. If at all u will vote, it's ur usual Atiku. When u guys can't even trust urselfs..."
3121,2022-05-07 11:06:58+00:00,chuk_stan,"Buhari has proven that it takes absolute NOTHING to be the President of Nigeria. Now every Tom, Dick &amp; Harry want to be president like it's family youth chairmanship.😢"
3122,2022-05-07 11:06:32+00:00,chuk_stan,@BBoason President of Nigeria
3123,2022-05-07 11:03:29+00:00,taiwodave3,Happy birthday to the next president of Nigeria https://t.co/pynrlsEOba
3124,2022-05-07 11:00:07+00:00,DanBornoReal,Day breaks at Ogun state for the upcoming president of Nigeria. @atiku was welcomed by the #AtikuKawai. https://t.co/L62aSGYvhR
3125,2022-05-07 10:58:41+00:00,its_Emery,Osinbajo May very likely be the next president of Nigeria.
3126,2022-05-07 10:57:26+00:00,forlayemi,"@NigeriainfoFM Eleribu CBN governor. You'll never become the president of Nigeria. Keep dreaming, Emefiele."
3127,2022-05-07 10:53:38+00:00,Ind_Journos,"Few days after the closed door meeting between the president of Nigeria Muhammad Buhari and 2023 presidential candidate of APC Bola Tinubu, top South-west politicians held a meeting in Lagos State.
#100m #Tinubu #INEC #Akpabio4President2023 https://t.co/mpf9M1ledh"
3128,2022-05-07 10:50:34+00:00,aniagorosteen,"@imma_esq The next President of Nigeria, saying 'future president' sounds very far to my ears."
3129,2022-05-07 10:48:26+00:00,Chude__,"""Peter Obi is overqualified to be the president of Nigeria."" ~ Rev fr Ebube Muonso.

Our religious leaders need to follow the step and tell their congregation the truth..

 Nigeria need to be rescued and Peter Obi is the answer.

#PeterObi4President2023 https://t.co/XIsW4Y2ohQ"
3130,2022-05-07 10:47:39+00:00,MacTush1,"@PeterObi Hi Peter Obi, I hope you are the next President of Nigeria.. I also pray the big  man behind you wouldn’t betray you"
3131,2022-05-07 10:46:34+00:00,GoziconC,The Next President of Nigeria is here in this Photo. Any other Candidate is probably Contesting for SUG President. https://t.co/8lZKx5qqzS
3132,2022-05-07 10:43:15+00:00,55FlyMachine,"He's mentally, physically and head-on agile to run the affairs of the nation, during the 51 days as Acting President of Nigeria, we saw who he truly is and his clear intentions.
Let's join our strength together and make sure APC #delegatesgiveusosinbajo. 

It's #PYO2023 time. https://t.co/BAi5YDSlLV"
3133,2022-05-07 10:28:21+00:00,gwg_ng,"Oyedepo Shades Osinbajo, Bakare, Says President Of Nigeria Is Demotion For Him
https://t.co/7enTIV1l5F Pastor Tunde Bakare Amaechi Dimeji Bankole Wike"
3134,2022-05-07 10:27:31+00:00,8eco4,"One fact about Peter Obi in terms of governance is that Nigerians know he will deliver. The man may be annoying as a friend, boss or associate. But, in the end, we all agree that if given the opportunity to serve as the president of Nigeria, he will perform well. #PDP #Obi2023 https://t.co/dYWueRNJeD"
3135,2022-05-07 10:25:46+00:00,vicmela1,"Happy birthday to Professor Kingsley Moghalu, Ifekaego 1 of Nnewi. 
The incoming President of Nigeria we know.
@MoghaluKingsley https://t.co/mjalCr8nw1"
3136,2022-05-07 10:24:58+00:00,ASHAOLUOS,"@mamatee001 @YeleSowore If he become the president of Nigeria, God forbid,Aso Rock will turn to brothel."
3137,2022-05-07 10:23:44+00:00,Ambomai_Mulima,"I wanted to be a politician either a House of reps,Senator, governor,minister or a president of NIGERIA,not because of power or famous,but rather to knw what makes our LEADERS fail,what makes them not to take full responsibilities that battle the Nation
Ambomai j mulima 
07.05.22"
3138,2022-05-07 10:20:16+00:00,johnoziegbe2,"This so called APC Party must really think Nigerians are stupid o, Nigerians don’t want them again yet they keep buying forms, add everyone of them together none is qualified to even be Governor of a state, let alone President of Nigeria. We are waiting for how you want to rig."
3139,2022-05-07 10:18:55+00:00,tajudine2013gm2,"Fayemi to Wike: I want to be president of Nigeria come 2023.

Wike: reply him 👇👇👇👇👇 https://t.co/aiuMhlxfRJ"
3140,2022-05-07 10:11:03+00:00,Richpillae,"Very Soon I will also declare my will to be the next president of Nigeria.... Those contesting don't have two heads:
My major aim is to Industrialise the Nation and reduce the stress of Youth looking for Jobs in Government offices *Mark you I didn't say I will create jobs*"
3141,2022-05-07 10:10:24+00:00,babaottee,@TheHN1C @lexyy4real @imma_esq Obi China future Twitter President of Nigeria 😄😄😄😄
3142,2022-05-07 10:05:52+00:00,omoruyiken,@SodiqTade It has never been this low. Completely mockery of office of the president of Nigeria.
3143,2022-05-07 10:05:17+00:00,amchikel20204u,@endi2g @Chude__ @PeterObi Any presidential candidate who can not tell us to go and verify his past works authenticity is not qualified to be a president of Nigeria being a qualified candidate is not by throwing money up and down
3144,2022-05-07 10:04:34+00:00,DavidNzere,"@GoziconC Why should that be a news, what was supposed to have happened?. Is he not the President of Nigeria, so am not getting you"
3145,2022-05-07 09:59:39+00:00,michael37456243,@KarangwaMikee Will I become president of Nigeria
3146,2022-05-07 09:57:25+00:00,AchuUzoma,"With you as president of Nigeria, I know my children will stand  a chance to have a better future.#PeterObi4President2023 https://t.co/6C2kauPU4d"
3147,2022-05-07 09:44:18+00:00,AnneOkpu,"@novieverest Baba that has no traces of corruption in his book before he became the president of Nigeria, now what is happening? In fact there is no regime that is as corrupt as this regime.  If it is abt corruption here in Nigeria it is only God that will save us from that not by our power."
3148,2022-05-07 09:41:29+00:00,AbiolaOgunsakin,"@MoghaluKingsley Happy birthday sir, wishing you gracious years ahead. I pray for you that your wish for Nigeria come through and that by God's divine intervention our hope of seeing you as the next President of Nigeria comes true.
Be encouraged sir, a lot of us are rooting for you."
3149,2022-05-07 09:37:23+00:00,SurajAyodeji,"@tocksmartins @david_oyalami Is it Peter Obi that you can trust? Obi that refused to declare his asset/interest in companies formed in notorious tax haven of Caymans Island. Only to be revealed by the Pandora  investigation. Peter Obi can never, will not be President of Nigeria."
3150,2022-05-07 09:36:57+00:00,ossy_cubana,"@IdikaKalu15 Fake County, Fake President @MBuhari , Fake Presidency, terrorist men in army @HQNigerianArmy uniform. And you expect the indigenous people of Biafra (IPOB) to keep quiet?Just look at a deep hole in the so-called president of Nigeria's neck.Shameful and disgraceful."
3151,2022-05-07 09:36:49+00:00,toneroforreal,@michealolubayo @OrnyamGodwin @jidesanwoolu You speak with so much hate and you want your candidate to become the president of Nigeria.
3152,2022-05-07 09:30:05+00:00,quado_,"Another day to join my voice to that of honorable Nigerians to say Vote Peter Obi for president of Nigeria, 2023"
3153,2022-05-07 09:24:31+00:00,Obongowoibesik1,"A sitting CBN governor collected form to contest as the president of Nigeria violating laws that govern that institution. 

#Whereistheopposition"
3154,2022-05-07 09:23:41+00:00,AguAneke,@PeterObi The incoming president of Nigeria 2023.
3155,2022-05-07 09:22:01+00:00,MANNOBEGOD89,@chineduanaz @THE_CUR8OR @General_Oluchi 100 million can be made within few hours of inauguration. 100 million is just small money for a corrupt president of Nigeria
3156,2022-05-07 09:17:45+00:00,brodakareemu_,@OneJoblessBoy The Lord has shown me in a Vision who the next president of Nigeria is
3157,2022-05-07 09:16:16+00:00,brodakareemu_,@iSlimfit The Lord has shown me in a Vision who the next president of Nigeria is.
3158,2022-05-07 09:16:04+00:00,rosie_martinee,"Take away the ability to loot and see how the scrambling to become the president of Nigeria will reduce.

#PeterObi4President2023"
3159,2022-05-07 09:12:24+00:00,HotunzBlog,Former Governor Ahmed Yerima explains why he is going To introduce Sharia law If elected as President of Nigeria...Read More https://t.co/AcdfVoyZp0 https://t.co/DbWqCRGAzJ
3160,2022-05-07 09:12:14+00:00,paul_prudents,@firstladyship @MoghaluKingsley His wish is to become the President of Nigeria come 2023. I say AMEN to that ardent wish🙏💯
3161,2022-05-07 09:12:05+00:00,OzoAnukwe,"@SaharaReporters Some see the next president of Nigeria coming from the southwest, some see HIM (always “men”) coming from the southeast, some see him coming from the northwest, and some see him coming from the northeast. 

This’s why Nigeria is unavoidably heading towards final breakup!"
3162,2022-05-07 09:04:14+00:00,ElsTimmy,Orji Uzor Kalu is most likely the next president of Nigeria — Emeka Ugwuonye https://t.co/fP1pm21Pep
3163,2022-05-07 09:04:06+00:00,News_band21,Orji Uzor Kalu is most likely the next president of Nigeria — Emeka Ugwuonye https://t.co/obiUsYSk7Q
3164,2022-05-07 09:04:05+00:00,ElombahNews,Orji Uzor Kalu is most likely the next president of Nigeria — Emeka Ugwuonye https://t.co/URCYQsMI1d
3165,2022-05-07 09:03:31+00:00,AlaboEzekiel,@DSegaj @Tutsy22 Buhari will work and make Peter Obi becomes the next president of Nigeria. Mark my words.
3166,2022-05-07 09:02:48+00:00,harrytwinkle,Future Twitter president of Nigeria u mean? 😂 https://t.co/k18zN3L7Vu
3167,2022-05-07 08:54:03+00:00,JoshuaAkin2021,@MoghaluKingsley Happy birthday sir. May God bless your new age and help you achieve your dream on becoming the president of Nigeria come 2023. Amen
3168,2022-05-07 08:53:57+00:00,AlozieMichael16,@MoghaluKingsley The next president of Nigeria
3169,2022-05-07 08:50:45+00:00,Adam_A_Thinker,"I am here as your Nationalist President of Nigeria.

Nigeria must work under my leadership.

Get your PVC card."
3170,2022-05-07 08:49:27+00:00,AregbesolaAde6,Is it not surprising? Person who can not manage CBN economic policies properly want to be President of Nigeria. It is well.
3171,2022-05-07 08:49:08+00:00,mmanwokolo,"Peter Obi is overqualified to be the president of Nigeria....FR Ebube Muonso #PeterObi4President2023 

Watch Full video here 👉🏽 https://t.co/dAU2u6PGOD https://t.co/Kg8ovNsow7"
3172,2022-05-07 08:47:47+00:00,Reset9ja,"@MobilePunch So, every region is claiming to have the sole right of producing the next president of Nigeria. We shall see how it pans out then."
3173,2022-05-07 08:39:54+00:00,Yusuf_EPS,"@adaenyser @Princew51569286 @firstladyship If you can't convince someone like myself,then forget about Peter Obi or any Ibo becoming president of Nigeria because virtually all the North are like me.
The first thing u need to learn in politics is how to convince people to vote for you or your candidate."
3174,2022-05-07 08:37:29+00:00,onyiforlife,"@adeyanjudeji It's unfortunate Nigerians find themselves in the hands of criminals, the so called politicians... CBN governor Emefiele is a disaster, he destroyed Nigeria economic and he wants to be president of Nigeria? Emefiele is a joker."
3175,2022-05-07 08:37:25+00:00,IykeTweets_,"There's something with APC and this #100m presidential form that everything, even lizards are picking. Dimeji Bankole from nowhere have picked his own too. Everyone wants to be President of Nigeria. If EFCC is effective, these lot would have been probed."
3176,2022-05-07 08:34:21+00:00,ChidiJa67456638,"@atiku @OfficialPDPNig My name is James from south east region...
I want to tell Nigerians the atiku will help us a lot when he will become the president of Nigeria....let everyone support him,say the truth and let hand over the Tron to Mr Atiku 👏👏👏👏👏👏👏👏👏"
3177,2022-05-07 08:32:27+00:00,hauwa__as,"Lmaooo 3 and a half years to recover 100million? Do you know Nigeria? President oo! Hmm

100m is not big money to quite a number of people. It is not big money to members house of reps talk more of the president of Nigeria
100m is chicken change.

May God save this country Kawai https://t.co/6c1tXy7xao"
3178,2022-05-07 08:29:16+00:00,BlackAmerican33,"https://t.co/PDZSYgQmI3
Prof. Kingsley Moghalu running for President of Nigeria."
3179,2022-05-07 08:28:49+00:00,ChizobaEke3,"As an Igbo man agitating to be the president of nigeria and you think the only way to win is to talk against IPOB, my dear your surname na failure."
3180,2022-05-07 08:25:20+00:00,ess_kayofficial,@mykeloloni When  you turn leader you go know better 😃 pele future  president  of Nigeria 🇳🇬  👏
3181,2022-05-07 08:24:25+00:00,keshprince007,"Rubbish narrative.
Can u remind me the year Awolowo became the president of Nigeria? Since 1960 northerners have been d deciders of who rule 9ja. D only person they didn't endorse ruled for less than 7 month before he was killed and replaced with Gowon by these same olodo hausas https://t.co/B5p9nt0Jyi"
3182,2022-05-07 08:23:21+00:00,mayuthecontrola,"@chosensomto APC egbekegbe , Asuu is on strike , fuel skyrocketed, our Naira be like paper , pure water skyrocketed, insecurity no be here , still all of them come out saying they want to become the president of Nigeria …. Na Ogun go kill all of una"
3183,2022-05-07 08:21:12+00:00,xagreat,I will be President of Nigeria before Peter Obi
3184,2022-05-07 08:17:45+00:00,trueAFICIONADO,in my life in the character of @GodwinIEmefiele. Does it mean that he has been implementing the monetary policies with partisan view all these years? He should resign from that office forthwith since he wants to become the President of Nigeria without any prior political
3185,2022-05-07 08:14:45+00:00,ebiginz,Everybody wants to become the president of Nigeria. the most  lucrative business. 🤔🤔
3186,2022-05-07 08:09:07+00:00,Samuelidowu01,"@AbdulrazaqOlatu @IsoloShoemaker Let me break it down, there is nobody that can cheat nature, even the president of America can not cheat nature,as for Bola and ATIKU, they are too old to be the president of Nigeria,The problem in Nigeria is much, American has an esterblish structure"
3187,2022-05-07 08:07:57+00:00,thefirstvirgin_,#AchieversUniversityOwo is a haven for Nation Builders and leaders all over the Country. We have the prestige and history to pull even the former Vice President of Nigeria to our dear Institution #Welcome2AUO
